********************************************************************************
Field Output Report, written Tue Jun 03 12:17:46 2025

Source 1
---------

   ODB: C:/lnms/Vid/VF/LinearnaPolja/PoljeU2/PoljeU2.odb
   Step: loading
   Frame: Increment      0: Step Time =    0.000

Loc 1 : Integration point values from source 1

Output sorted by column "Element Label".

Field Output reported at integration points for part: SPECIMEN-1

          Element              Int            S.S11            S.S22            S.S33            S.S12
              141                4   1.09639100E-03   3.72649613E-03               0.  -531.436992E-06
              142                1   1.38731860E-03   4.01050318E-03               0.  -499.445072E-06
              142                2   1.64829125E-03   4.45934152E-03               0.  -25.3158196E-06
              142                3   1.08035631E-03   2.93918233E-03               0.  -486.854668E-06
              142                4   1.32545654E-03   3.37083032E-03               0.  -52.1704133E-06
              143                1   992.645044E-06   2.78576487E-03               0.  -827.837328E-06
              143                2   1.57181162E-03   3.38654011E-03               0.  -359.542755E-06
              143                3   857.522129E-06   2.01665028E-03               0.  -836.301828E-06
              143                4   1.36015471E-03   2.48833210E-03               0.  -421.924837E-06
              144                1   1.65024912E-03   2.61441362E-03               0.  -313.840428E-06
              144                2   1.88938121E-03   2.95401178E-03               0.   27.6579467E-06
              144                3   1.44749170E-03   1.90460216E-03               0.  -330.314215E-06
              144                4   1.66328868E-03   2.19032820E-03               0.  -8.71948214E-06
              145                1   2.09155958E-03   1.90171518E-03               0.   28.4270209E-06
              145                2   1.89565471E-03   1.26357924E-03               0.  -42.7179148E-06
              145                3   1.84086920E-03   1.67762255E-03               0.  -229.197627E-06
              145                4   1.64760009E-03   1.08030241E-03               0.  -308.446906E-06
              146                1   2.22065183E-03   1.06161297E-03               0.   3.30100056E-06
              146                2   2.12511537E-03   751.675921E-06               0.  -32.4128596E-06
              146                3   2.12179543E-03   1.00211543E-03               0.  -104.055907E-06
              146                4   2.02695769E-03   713.002752E-06               0.  -144.510457E-06
              147                1   1.89419196E-03   2.27567577E-03               0.  -226.242657E-06
              147                2   1.54804951E-03   1.28835125E-03               0.  -400.754623E-06
              147                3   1.50058919E-03   1.92837918E-03               0.  -572.074961E-06
              147                4   1.15066092E-03   1.01977389E-03               0.  -765.511708E-06
              148                1   2.06634332E-03   1.07118790E-03               0.  -94.5278589E-06
              148                2   1.92209182E-03   707.072730E-06               0.  -200.904324E-06
              148                3   1.84318586E-03   978.217344E-06               0.  -207.710356E-06
              148                4   1.69137970E-03   629.781222E-06               0.  -315.861660E-06
              149                1   1.49492675E-03   507.503224E-06               0.  -362.759049E-06
              149                2   1.17785414E-03   415.231450E-06               0.  -412.997906E-06
              149                3   1.63766788E-03   707.801897E-06               0.  -219.485897E-06
              149                4   1.33306754E-03   626.687484E-06               0.  -262.027519E-06
              150                1   808.005745E-06   242.022885E-06               0.  -381.794089E-06
              150                2   11.9508204E-06   3.18132334E-06               0.  -374.232826E-06
              150                3   1.03923399E-03   310.223462E-06               0.  -47.2538450E-06
              150                4   179.755298E-06   52.2671107E-06               0.  -14.5463373E-06
              151                1   1.08029356E-03   1.01246324E-03               0.  -786.710647E-06
              151                2   812.443905E-06   1.01200165E-03               0.  -962.629681E-06
              151                3   1.37826032E-03   1.67355244E-03               0.  -597.418344E-06
              151                4   1.16664113E-03   1.75177050E-03               0.  -737.168419E-06
              152                1   841.971603E-06   620.193256E-06               0.  -774.055661E-06
              152                2   499.578426E-06   525.923795E-06               0.  -766.269513E-06
              152                3   1.03951106E-03   732.349348E-06               0.  -614.757882E-06
              152                4   720.004260E-06   651.229871E-06               0.  -588.073803E-06


********************************************************************************
Field Output Report, written Tue Jun 03 12:18:01 2025

Source 1
---------

   ODB: C:/lnms/Vid/VF/LinearnaPolja/PoljeU2/PoljeU2.odb
   Step: loading
   Frame: Increment      2: Step Time =   0.2000

Loc 1 : Integration point values from source 1

Output sorted by column "Element Label".

Field Output reported at integration points for part: SPECIMEN-1

          Element              Int            S.S11            S.S22            S.S33            S.S12
            Label               Pt           @Loc 1           @Loc 1           @Loc 1           @Loc 1
-------------------------------------------------------------------------------------------------------
                1                1   2.75251409E-03   4.01762174E-03               0.  -2.98232166E-03
                1                2   2.38250569E-03   4.43195086E-03               0.  -3.07488721E-03
                1                3   2.18721852E-03   3.64725874E-03               0.  -2.74514314E-03
                1                4   1.87776284E-03   4.01282683E-03               0.  -2.82975566E-03
                2                1   1.33021001E-03   5.33912051E-03               0.  -2.59469938E-03
                2                2   1.30689819E-03   5.98302763E-03               0.  -2.49833521E-03
                2                3   1.08038983E-03   5.07376250E-03               0.  -2.40669260E-03
                2                4   1.02530606E-03   5.58485556E-03               0.  -2.29815603E-03
                3                1   968.346547E-06   6.36543939E-03               0.  -1.99419330E-03
                3                2   846.422743E-06   6.57885987E-03               0.  -1.98179879E-03
                3                3   1.41399482E-03   6.81565609E-03               0.  -1.75251684E-03
                3                4   1.37336086E-03   7.05904933E-03               0.  -1.70820893E-03
                4                1   990.763423E-06   6.59223599E-03               0.  -2.14471668E-03
                4                2   1.16506836E-03   7.24220835E-03               0.  -2.33174115E-03
                4                3   1.22809922E-03   7.26787932E-03               0.  -1.80515472E-03
                4                4   1.43021520E-03   7.99124967E-03               0.  -1.93705107E-03
                5                1   2.24986207E-03   6.38413569E-03               0.  -3.33084888E-03
                5                2   3.24349012E-03   7.67163886E-03               0.  -3.93095706E-03
                5                3   1.55270402E-03   7.02859089E-03               0.  -3.07173864E-03
                5                4   2.48853443E-03   8.48690420E-03               0.  -3.66263022E-03
                6                1   3.07907211E-03   11.0905003E-03               0.  -3.90828541E-03
                6                2   2.33597495E-03   12.2128334E-03               0.  -2.83491635E-03
                6                3   1.88196881E-03   8.29154532E-03               0.  -3.18294577E-03
                6                4   1.24422298E-03   9.31474473E-03               0.  -2.24871654E-03
                7                1   2.16380507E-03   13.0157191E-03               0.  -2.04119296E-03
                7                2   2.04743072E-03   13.6343604E-03               0.  -599.898165E-06
                7                3   949.250942E-06   9.10710916E-03               0.  -1.72919780E-03
                7                4   955.829106E-06   10.0266403E-03               0.  -454.364519E-06
                8                1   2.16229632E-03   8.05574935E-03               0.  -1.91484531E-03
                8                2   2.61779199E-03   9.02151782E-03               0.  -1.15067139E-03
                8                3   1.76708552E-03   6.57977071E-03               0.  -1.74903602E-03
                8                4   2.17271550E-03   7.43998541E-03               0.  -1.06770743E-03
                9                1   2.74841022E-03   8.01635999E-03               0.  -1.00002554E-03
                9                2   3.26605281E-03   8.90863314E-03               0.  -55.0784789E-06
                9                3   2.13568704E-03   5.87910926E-03               0.  -975.181232E-06
                9                4   2.62221973E-03   6.73831301E-03               0.  -108.040949E-06
               10                1   1.97635847E-03   5.57119027E-03               0.  -1.65668654E-03
               10                2   3.12383426E-03   6.76242495E-03               0.  -724.520825E-06
               10                3   1.70423521E-03   4.03614528E-03               0.  -1.67341495E-03
               10                4   2.70003802E-03   4.97176358E-03               0.  -847.959425E-06
               11                1   3.27611319E-03   5.23032621E-03               0.  -630.376337E-06
               11                2   3.75146978E-03   5.90714533E-03               0.   51.7364970E-06
               11                3   2.87048356E-03   3.81128071E-03               0.  -663.173792E-06
               11                4   3.29952734E-03   4.38102614E-03               0.  -20.3854161E-06
               12                1   4.15813411E-03   3.80448648E-03               0.   54.3998904E-06
               12                2   3.76612064E-03   2.52760760E-03               0.  -87.0747026E-06
               12                3   3.65953916E-03   3.35759530E-03               0.  -460.762414E-06
               12                4   3.27275484E-03   2.16217409E-03               0.  -618.807331E-06
               13                1   4.41974634E-03   2.12279335E-03               0.   5.21298625E-06
               13                2   4.22730064E-03   1.49825448E-03               0.  -65.7491546E-06
               13                3   4.22335044E-03   2.00384622E-03               0.  -210.987535E-06
               13                4   4.03246563E-03   1.42129604E-03               0.  -291.638600E-06
               14                1   3.76668037E-03   4.54706186E-03               0.  -457.478978E-06
               14                2   3.07600782E-03   2.57730996E-03               0.  -805.034011E-06
               14                3   2.98498478E-03   3.85735068E-03               0.  -1.14698242E-03
               14                4   2.28655618E-03   2.04438157E-03               0.  -1.53296010E-03
               15                1   4.11368674E-03   2.14151386E-03               0.  -194.301203E-06
               15                2   3.82456579E-03   1.40986056E-03               0.  -405.866129E-06
               15                3   3.67093435E-03   1.95666403E-03               0.  -421.536504E-06
               15                4   3.36688221E-03   1.25656475E-03               0.  -636.893034E-06
               16                1   2.97682802E-03   1.01297535E-03               0.  -731.715001E-06
               16                2   2.34772614E-03   830.182689E-06               0.  -833.240978E-06
               16                3   3.26242764E-03   1.41690322E-03               0.  -446.871243E-06
               16                4   2.65831291E-03   1.25662296E-03               0.  -532.974082E-06
               17                1   1.61144068E-03   483.767188E-06               0.  -771.205174E-06
               17                2   23.0642981E-06   7.21786228E-06               0.  -755.901856E-06
               17                3   2.07462907E-03   620.718056E-06               0.  -104.121937E-06
               17                4   360.200327E-06   106.153115E-06               0.  -38.0978126E-06
               18                1   2.14786595E-03   2.02969601E-03               0.  -1.57591235E-03
               18                2   1.61474501E-03   2.03113956E-03               0.  -1.92655483E-03
               18                3   2.74305209E-03   3.34821129E-03               0.  -1.19791029E-03
               18                4   2.32241466E-03   3.50636640E-03               0.  -1.47611974E-03
               19                1   1.68135669E-03   1.24873256E-03               0.  -1.55177491E-03
               19                2   1.00745738E-03   1.06393930E-03               0.  -1.53672427E-03
               19                3   2.07376550E-03   1.47356756E-03               0.  -1.23777601E-03
               19                4   1.44550891E-03   1.31516927E-03               0.  -1.18538679E-03
               20                1   2.08492158E-03   4.10627108E-03               0.  -2.78231199E-03
               20                2   1.87542255E-03   4.50805249E-03               0.  -2.81916419E-03
               20                3   1.60672073E-03   3.72736505E-03               0.  -2.54883291E-03
               20                4   1.44924200E-03   4.09543654E-03               0.  -2.59273476E-03
               21                1   592.749566E-06   5.47211803E-03               0.  -2.71676527E-03
               21                2   942.816201E-06   6.24463521E-03               0.  -2.47559673E-03
               21                3   637.186749E-06   5.23283426E-03               0.  -2.57116463E-03
               21                4   943.573075E-06   5.89337293E-03               0.  -2.35472387E-03
               22                1   609.647657E-06   6.31917687E-03               0.  -2.43105437E-03
               22                2   858.139538E-06   6.46496424E-03               0.  -2.31162901E-03
               22                3   776.398985E-06   6.34744810E-03               0.  -2.44358531E-03
               22                4   1.01510494E-03   6.47695642E-03               0.  -2.34291074E-03
               23                1   1.36393367E-03   6.61135046E-03               0.  -2.38889782E-03
               23                2   1.69845787E-03   7.27530615E-03               0.  -2.62625702E-03
               23                3   1.34246703E-03   7.31768459E-03               0.  -2.17635883E-03
               23                4   1.62666722E-03   7.99392257E-03               0.  -2.34839576E-03
               24                1   2.70175608E-03   6.36308128E-03               0.  -3.61197884E-03
               24                2   3.79983312E-03   7.76009588E-03               0.  -4.26811399E-03
               24                3   1.77257706E-03   7.23732589E-03               0.  -3.33455531E-03
               24                4   2.74876575E-03   8.80539417E-03               0.  -3.96196358E-03
               25                1   3.14746820E-03   10.7723493E-03               0.  -4.35388694E-03
               25                2   2.06955057E-03   11.7738759E-03               0.  -3.33561655E-03
               25                3   2.06563063E-03   8.28702375E-03               0.  -3.69602256E-03
               25                4   1.10164785E-03   9.18882247E-03               0.  -2.78443773E-03
               26                1   1.78006070E-03   11.1723552E-03               0.  -2.10646586E-03
               26                2   3.24535533E-03   12.0898513E-03               0.  -902.331900E-06
               26                3   1.08569406E-03   8.50905478E-03               0.  -2.38997489E-03
               26                4   2.52280361E-03   9.60303191E-03               0.  -1.23327575E-03
               27                1   2.28932011E-03   7.65472325E-03               0.  -2.65604747E-03
               27                2   2.65707797E-03   8.72256514E-03               0.  -1.69659778E-03
               27                3   1.73434149E-03   5.76966256E-03               0.  -2.45963736E-03
               27                4   2.02012178E-03   6.58026850E-03               0.  -1.59334939E-03
               28                1   2.57790345E-03   7.87274074E-03               0.  -1.86648383E-03
               28                2   2.55915243E-03   8.33171979E-03               0.  -1.20312104E-03
               28                3   2.09982204E-03   6.31102314E-03               0.  -1.77664706E-03
               28                4   2.07374664E-03   6.72277994E-03               0.  -1.14134327E-03
               29                1   1.96434837E-03   5.90143492E-03               0.  -969.393644E-06
               29                2   1.64683757E-03   4.80053248E-03               0.  -801.603543E-06
               29                3   2.41453759E-03   5.80679765E-03               0.  -1.32774981E-03
               29                4   2.14815489E-03   4.78016399E-03               0.  -1.19462190E-03
               30                1   1.59920391E-03   4.32683202E-03               0.  -493.184431E-06
               30                2   1.52534782E-03   3.99382785E-03               0.  -178.268514E-06
               30                3   2.41055223E-03   4.54092072E-03               0.  -570.911507E-06
               30                4   2.40756664E-03   4.24927520E-03               0.  -285.115879E-06
               31                1   2.83160410E-03   6.20032102E-03               0.  -916.745164E-06
               31                2   2.26832740E-03   4.45412891E-03               0.  -1.10898342E-03
               31                3   2.47544516E-03   5.70991402E-03               0.  -1.48202246E-03
               31                4   1.93314545E-03   4.10456397E-03               0.  -1.72179914E-03
               32                1   2.64712307E-03   3.94411292E-03               0.  -377.203076E-06
               32                2   2.52366695E-03   3.43440706E-03               0.  -337.300677E-06
               32                3   2.79785646E-03   3.95466853E-03               0.  -520.519039E-06
               32                4   2.69393669E-03   3.47461132E-03               0.  -494.850450E-06
               33                1   2.52639432E-03   2.74164719E-03               0.  -607.684080E-06
               33                2   2.43564323E-03   2.72138719E-03               0.  -705.303450E-06
               33                3   2.65272800E-03   3.07455123E-03               0.  -539.387634E-06
               33                4   2.57356954E-03   3.07409838E-03               0.  -628.356123E-06
               34                1   1.98287540E-03   1.71554345E-03               0.  -810.904254E-06
               34                2   1.42017449E-03   1.55166711E-03               0.  -853.294623E-06
               34                3   2.22784374E-03   1.92949129E-03               0.  -579.476473E-06
               34                4   1.68248883E-03   1.78447110E-03               0.  -599.904277E-06
               35                1   508.953060E-06   774.395594E-06               0.  -766.906771E-06
               35                2  -1.45623763E-03   177.776863E-06               0.  -665.854139E-06
               35                3   1.00399472E-03   717.172981E-06               0.  -82.1931972E-06
               35                4  -1.13288406E-03   43.8806746E-06               0.   111.781061E-06
               36                1   1.87904015E-03   3.77487717E-03               0.  -1.72886648E-03
               36                2   1.43975520E-03   3.79728642E-03               0.  -2.01662444E-03
               36                3   2.38470035E-03   4.88082319E-03               0.  -1.40729186E-03
               36                4   2.04025698E-03   5.03226835E-03               0.  -1.63403200E-03
               37                1   1.13709667E-03   2.76906672E-03               0.  -2.07591825E-03
               37                2   716.107839E-06   2.77566770E-03               0.  -2.24238611E-03
               37                3   1.57444726E-03   3.51756578E-03               0.  -1.78507459E-03
               37                4   1.21073658E-03   3.61604476E-03               0.  -1.91438093E-03
               38                1   831.640209E-06   1.60350848E-03               0.  -1.68566580E-03
               38                2  -195.671571E-06   1.26043148E-03               0.  -1.54168683E-03
               38                3   1.28079532E-03   1.58975169E-03               0.  -1.31843449E-03
               38                4   298.147468E-06   1.23821630E-03               0.  -1.11946580E-03
               39                1   2.74969428E-03   8.80504772E-03               0.   3.96259688E-03
               39                2   3.80141172E-03   7.75948167E-03               0.   4.26829094E-03
               39                3   1.77161838E-03   7.23600667E-03               0.   3.33418464E-03
               39                4   2.70103593E-03   6.36027055E-03               0.   3.61090596E-03
               40                1   1.62395136E-03   7.99034908E-03               0.   2.34996923E-03
               40                2   1.69806590E-03   7.27393012E-03               0.   2.62541091E-03
               40                3   1.33900729E-03   7.31538469E-03               0.   2.17704219E-03
               40                4   1.36194192E-03   6.60970062E-03               0.   2.38726288E-03
               41                1   1.01348350E-03   6.47641299E-03               0.   2.34260829E-03
               41                2   858.053158E-06   6.47079945E-03               0.   2.31410284E-03
               41                3   774.022774E-06   6.33722870E-03               0.   2.44635809E-03
               41                4   609.018607E-06   6.31297845E-03               0.   2.43679597E-03
               42                1   938.042533E-06   5.89887472E-03               0.   2.35239416E-03
               42                2   934.048090E-06   6.24088431E-03               0.   2.46903184E-03
               42                3   629.893737E-06   5.23879007E-03               0.   2.56844587E-03
               42                4   581.874570E-06   5.47442865E-03               0.   2.71197921E-03
               43                1   1.45272829E-03   4.10016673E-03               0.   2.60170479E-03
               43                2   1.86669722E-03   4.49701166E-03               0.   2.82035628E-03
               43                3   1.61147479E-03   3.75726959E-03               0.   2.55967584E-03
               43                4   2.07284954E-03   4.12049051E-03               0.   2.78327614E-03
               44                1   297.298975E-06   1.25826441E-03               0.   1.12766691E-03
               44                2  -186.076737E-06   1.28857151E-03               0.   1.54346367E-03
               44                3   1.27445243E-03   1.61102903E-03               0.   1.32958370E-03
               44                4   838.121108E-06   1.63302664E-03               0.   1.69154420E-03
               45                1  -1.12790824E-03   39.6808173E-06               0.  -108.870190E-06
               45                2  -1.44670147E-03   179.023133E-06               0.   667.589193E-06
               45                3   997.038675E-06   710.962398E-06               0.   89.4126570E-06
               45                4   514.784711E-06   774.921791E-06               0.   770.815997E-06
               46                1   1.22003979E-03   3.62952868E-03               0.   1.92344829E-03
               46                2   720.693730E-06   2.76470277E-03               0.   2.25376454E-03
               46                3   1.57454808E-03   3.52735119E-03               0.   1.78917346E-03
               46                4   1.13039883E-03   2.75706965E-03               0.   2.08309782E-03
               47                1   1.68702076E-03   1.79597305E-03               0.   601.141655E-06
               47                2   1.42326090E-03   1.55478111E-03               0.   856.072176E-06
               47                3   2.23327009E-03   1.94110465E-03               0.   577.196479E-06
               47                4   1.98156503E-03   1.71737652E-03               0.   811.280683E-06
               48                1   2.03300873E-03   5.02120005E-03               0.   1.63418090E-03
               48                2   1.43129204E-03   3.78965889E-03               0.   2.01790105E-03
               48                3   2.37973919E-03   4.87087341E-03               0.   1.40790385E-03
               48                4   1.87453395E-03   3.76786012E-03               0.   1.72963052E-03
               49                1   2.56918813E-03   3.06672091E-03               0.   627.158151E-06
               49                2   2.43069069E-03   2.71829683E-03               0.   705.770042E-06
               49                3   2.65164883E-03   3.06843896E-03               0.   539.485016E-06
               49                4   2.52503157E-03   2.73970445E-03               0.   609.326700E-06
               50                1   2.69391155E-03   3.47384601E-03               0.   495.161745E-06
               50                2   2.52470258E-03   3.43378587E-03               0.   338.107609E-06
               50                3   2.79629533E-03   3.95015534E-03               0.   519.599242E-06
               50                4   2.64673773E-03   3.93924164E-03               0.   376.990851E-06
               51                1   2.40867399E-03   4.24965471E-03               0.   285.156246E-06
               51                2   1.52554445E-03   3.99389444E-03               0.   178.210888E-06
               51                3   2.41037970E-03   4.54063807E-03               0.   570.659933E-06
               51                4   1.59891450E-03   4.32633189E-03               0.   492.804509E-06
               52                1   1.93188014E-03   4.10210574E-03               0.   1.72239984E-03
               52                2   2.26752623E-03   4.44942946E-03               0.   1.10873987E-03
               52                3   2.47334898E-03   5.70505019E-03               0.   1.48328068E-03
               52                4   2.83026719E-03   6.19409326E-03               0.   916.822231E-06
               53                1   2.14971020E-03   4.78046667E-03               0.   1.19432027E-03
               53                2   1.64703431E-03   4.79963468E-03               0.   801.103946E-06
               53                3   2.41599372E-03   5.80613082E-03               0.   1.32778741E-03
               53                4   1.96438655E-03   5.89982886E-03               0.   969.144690E-06
               54                1   2.07342138E-03   6.72102254E-03               0.   1.14125526E-03
               54                2   2.55887560E-03   8.33004061E-03               0.   1.20325387E-03
               54                3   2.10028328E-03   6.31021382E-03               0.   1.77685288E-03
               54                4   2.57836422E-03   7.87164271E-03               0.   1.86707405E-03
               55                1   2.52247998E-03   9.60154552E-03               0.   1.23336865E-03
               55                2   3.24497675E-03   12.0885661E-03               0.   902.719446E-06
               55                3   1.08639745E-03   8.50861985E-03               0.   2.38982961E-03
               55                4   1.78008596E-03   11.1712394E-03               0.   2.10712524E-03
               56                1   2.01888033E-03   6.57627545E-03               0.   1.59212458E-03
               56                2   2.65542511E-03   8.71654041E-03               0.   1.69676030E-03
               56                3   1.73636677E-03   5.77066652E-03               0.   2.45732046E-03
               56                4   2.29051546E-03   7.65177514E-03               0.   2.65558925E-03
               57                1   1.10100955E-03   9.18594003E-03               0.   2.78327451E-03
               57                2   2.06991308E-03   11.7710615E-03               0.   3.33543005E-03
               57                3   2.06570723E-03   8.28593969E-03               0.   3.69441044E-03
               57                4   3.14859068E-03   10.7705202E-03               0.   4.35327599E-03
               58                1   2.48997100E-03   8.47651716E-03               0.   3.66772409E-03
               58                2   3.24091269E-03   7.66809145E-03               0.   3.93834338E-03
               58                3   1.56693882E-03   7.03086238E-03               0.   3.08433920E-03
               58                4   2.26630690E-03   6.40225643E-03               0.   3.34913656E-03
               59                1   1.43167714E-03   7.98832253E-03               0.   1.93414895E-03
               59                2   1.16777315E-03   7.24675087E-03               0.   2.32967664E-03
               59                3   1.22975558E-03   7.26435613E-03               0.   1.80219812E-03
               59                4   990.810571E-06   6.58523710E-03               0.   2.13993154E-03
               60                1   1.37221196E-03   7.04865670E-03               0.   1.70984119E-03
               60                2   847.712217E-06   6.57189731E-03               0.   1.98109029E-03
               60                3   1.41470088E-03   6.81094173E-03               0.   1.75490277E-03
               60                4   970.650581E-06   6.36523077E-03               0.   1.99475908E-03
               61                1   1.02732796E-03   5.58333192E-03               0.   2.29840539E-03
               61                2   1.30878261E-03   5.98350307E-03               0.   2.49944138E-03
               61                3   1.07922440E-03   5.06479573E-03               0.   2.40839156E-03
               61                4   1.32885145E-03   5.33085456E-03               0.   2.59769615E-03
               62                1   1.87818240E-03   4.01344290E-03               0.   2.83028465E-03
               62                2   2.38329917E-03   4.43368731E-03               0.   3.07587441E-03
               62                3   2.18687300E-03   3.64507129E-03               0.   2.74588331E-03
               62                4   2.75297114E-03   4.01629182E-03               0.   2.98371748E-03
               63                1   1.44479226E-03   1.31480559E-03               0.   1.18422473E-03
               63                2   1.00548135E-03   1.06132997E-03               0.   1.53632544E-03
               63                3   2.07391544E-03   1.47309690E-03               0.   1.23596075E-03
               63                4   1.68010476E-03   1.24615093E-03               0.   1.55071332E-03
               64                1   359.224010E-06   106.472333E-06               0.   37.6777352E-06
               64                2   21.7793786E-06   6.98101258E-06               0.   755.567686E-06
               64                3   2.07459787E-03   621.277781E-06               0.   103.254977E-06
               64                4   1.61058141E-03   483.648386E-06               0.   770.660292E-06
               65                1   2.32256320E-03   3.50273307E-03               0.   1.47389597E-03
               65                2   1.61252834E-03   2.02563498E-03               0.   1.92613655E-03
               65                3   2.74715712E-03   3.34734563E-03               0.   1.19466160E-03
               65                4   2.14918586E-03   2.02621426E-03               0.   1.57482212E-03
               66                1   2.65739555E-03   1.25484599E-03               0.   532.726001E-06
               66                2   2.34689843E-03   829.500146E-06               0.   832.885911E-06
               66                3   3.26202298E-03   1.41545711E-03               0.   446.766353E-06
               66                4   2.97633023E-03   1.01244345E-03               0.   731.601263E-06
               67                1   3.36670945E-03   1.25626440E-03               0.   636.805897E-06
               67                2   3.82513017E-03   1.40987756E-03               0.   405.606552E-06
               67                3   3.67094669E-03   1.95599766E-03               0.   421.296427E-06
               67                4   4.11461480E-03   2.14145449E-03               0.   193.753192E-06
               68                1   4.03309241E-03   1.42100547E-03               0.   291.434611E-06
               68                2   4.22735931E-03   1.49752165E-03               0.   65.9917714E-06
               68                3   4.22353530E-03   2.00195657E-03               0.   210.927101E-06
               68                4   4.41910978E-03   2.11973581E-03               0.  -4.69342422E-06
               69                1   2.28690146E-03   2.03880039E-03               0.   1.53265230E-03
               69                2   3.07803275E-03   2.57337093E-03               0.   804.956246E-06
               69                3   2.98419944E-03   3.84537783E-03               0.   1.14651304E-03
               69                4   3.76803265E-03   4.53739613E-03               0.   456.673530E-06
               70                1   3.27539211E-03   2.16179597E-03               0.   618.100865E-06
               70                2   3.76585429E-03   2.52280757E-03               0.   86.9564974E-06
               70                3   3.66146723E-03   3.35407397E-03               0.   460.399635E-06
               70                4   4.15599858E-03   3.79334856E-03               0.  -53.4553947E-06
               71                1   3.29740345E-03   4.36856784E-03               0.   19.4688128E-06
               71                2   3.74938059E-03   5.89442765E-03               0.  -51.1491271E-06
               71                3   2.87532317E-03   3.80923762E-03               0.   662.915874E-06
               71                4   3.28180683E-03   5.22995973E-03               0.   631.439907E-06
               72                1   2.61877105E-03   6.72588544E-03               0.   108.093220E-06
               72                2   3.26796621E-03   8.91528931E-03               0.   56.7045063E-06
               72                3   2.14047986E-03   5.88323828E-03               0.   969.666464E-06
               72                4   2.75170384E-03   8.01855512E-03               0.   999.550684E-06
               73                1   959.084195E-06   10.0475168E-03               0.   458.913652E-06
               73                2   2.04566610E-03   13.6406552E-03               0.   599.265913E-06
               73                3   938.807614E-06   9.10956133E-03               0.   1.73264788E-03
               73                4   2.15035514E-03   13.0170174E-03               0.   2.03431188E-03
               74                1   2.70363153E-03   4.95671621E-03               0.   847.695279E-06
               74                2   3.12480633E-03   6.73690345E-03               0.   724.268146E-06
               74                3   1.70618203E-03   4.02049534E-03               0.   1.67312822E-03
               74                4   1.97697734E-03   5.55164833E-03               0.   1.65610306E-03
               75                1   2.16577318E-03   7.42289983E-03               0.   1.06721174E-03
               75                2   2.62178271E-03   9.04201809E-03               0.   1.15796016E-03
               75                3   1.76726817E-03   6.56792242E-03               0.   1.74871366E-03
               75                4   2.17113271E-03   8.07100534E-03               0.   1.92173454E-03
               76                1   1.24961860E-03   9.34424717E-03               0.   2.25710589E-03
               76                2   2.33268063E-03   12.2326026E-03               0.   2.83604581E-03
               76                3   1.89055409E-03   8.30148160E-03               0.   3.19446344E-03
               76                4   3.08337109E-03   11.0994652E-03               0.   3.91487405E-03
               77                1   2.08492158E-03   4.10627108E-03               0.  -2.78231199E-03
               77                2   1.87542255E-03   4.50805249E-03               0.  -2.81916419E-03
               77                3   1.60672073E-03   3.72736505E-03               0.  -2.54883291E-03
               77                4   1.44924200E-03   4.09543654E-03               0.  -2.59273476E-03
               78                1   592.749566E-06   5.47211803E-03               0.  -2.71676527E-03
               78                2   942.816201E-06   6.24463521E-03               0.  -2.47559673E-03
               78                3   637.186749E-06   5.23283426E-03               0.  -2.57116463E-03
               78                4   943.573075E-06   5.89337293E-03               0.  -2.35472387E-03
               79                1   609.647657E-06   6.31917687E-03               0.  -2.43105437E-03
               79                2   858.139538E-06   6.46496424E-03               0.  -2.31162901E-03
               79                3   776.398985E-06   6.34744810E-03               0.  -2.44358531E-03
               79                4   1.01510494E-03   6.47695642E-03               0.  -2.34291074E-03
               80                1   1.36393367E-03   6.61135046E-03               0.  -2.38889782E-03
               80                2   1.69845787E-03   7.27530615E-03               0.  -2.62625702E-03
               80                3   1.34246703E-03   7.31768459E-03               0.  -2.17635883E-03
               80                4   1.62666722E-03   7.99392257E-03               0.  -2.34839576E-03
               81                1   2.70175608E-03   6.36308128E-03               0.  -3.61197884E-03
               81                2   3.79983312E-03   7.76009588E-03               0.  -4.26811399E-03
               81                3   1.77257706E-03   7.23732589E-03               0.  -3.33455531E-03
               81                4   2.74876575E-03   8.80539417E-03               0.  -3.96196358E-03
               82                1   3.14746820E-03   10.7723493E-03               0.  -4.35388694E-03
               82                2   2.06955057E-03   11.7738759E-03               0.  -3.33561655E-03
               82                3   2.06563063E-03   8.28702375E-03               0.  -3.69602256E-03
               82                4   1.10164785E-03   9.18882247E-03               0.  -2.78443773E-03
               83                1   1.78006070E-03   11.1723552E-03               0.  -2.10646586E-03
               83                2   3.24535533E-03   12.0898513E-03               0.  -902.331900E-06
               83                3   1.08569406E-03   8.50905478E-03               0.  -2.38997489E-03
               83                4   2.52280361E-03   9.60303191E-03               0.  -1.23327575E-03
               84                1   2.28932011E-03   7.65472325E-03               0.  -2.65604747E-03
               84                2   2.65707797E-03   8.72256514E-03               0.  -1.69659778E-03
               84                3   1.73434149E-03   5.76966256E-03               0.  -2.45963736E-03
               84                4   2.02012178E-03   6.58026850E-03               0.  -1.59334939E-03
               85                1   2.57790345E-03   7.87274074E-03               0.  -1.86648383E-03
               85                2   2.55915243E-03   8.33171979E-03               0.  -1.20312104E-03
               85                3   2.09982204E-03   6.31102314E-03               0.  -1.77664706E-03
               85                4   2.07374664E-03   6.72277994E-03               0.  -1.14134327E-03
               86                1   1.96434837E-03   5.90143492E-03               0.  -969.393644E-06
